tau,alpha,t,path,id
-3.145027,0.959999,-2.87,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s543__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s543__tp_0__age_-6.24.vtk', 543, 543, 543, 543, 543, 543, 543, 543, 543]"
-3.145027,0.959999,-1.75,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s543__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s543__tp_0__age_-6.24.vtk', 543, 543, 543, 543, 543, 543, 543, 543, 543]"
-3.145027,0.959999,-0.63,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s543__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s543__tp_0__age_-6.24.vtk', 543, 543, 543, 543, 543, 543, 543, 543, 543]"
-3.145027,0.959999,0.49,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s543__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s543__tp_0__age_-6.24.vtk', 543, 543, 543, 543, 543, 543, 543, 543, 543]"
-3.145027,0.959999,1.61,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s543__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s543__tp_0__age_-6.24.vtk', 543, 543, 543, 543, 543, 543, 543, 543, 543]"
-3.145027,0.959999,2.74,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s543__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s543__tp_0__age_-6.24.vtk', 543, 543, 543, 543, 543, 543, 543, 543, 543]"
-3.145027,0.959999,3.86,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s543__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s543__tp_0__age_-6.24.vtk', 543, 543, 543, 543, 543, 543, 543, 543, 543]"
0.906674,1.182912,-8.21,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s544__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s544__tp_0__age_-8.21.vtk', 544, 544, 544, 544, 544, 544, 544, 544, 544]"
0.906674,1.182912,-7.23,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s544__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s544__tp_0__age_-8.21.vtk', 544, 544, 544, 544, 544, 544, 544, 544, 544]"
0.906674,1.182912,-6.26,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s544__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s544__tp_0__age_-8.21.vtk', 544, 544, 544, 544, 544, 544, 544, 544, 544]"
0.906674,1.182912,-5.28,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s544__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s544__tp_0__age_-8.21.vtk', 544, 544, 544, 544, 544, 544, 544, 544, 544]"
0.906674,1.182912,-4.3,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s544__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s544__tp_0__age_-8.21.vtk', 544, 544, 544, 544, 544, 544, 544, 544, 544]"
0.906674,1.182912,-3.33,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s544__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s544__tp_0__age_-8.21.vtk', 544, 544, 544, 544, 544, 544, 544, 544, 544]"
0.906674,1.182912,-2.35,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s544__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s544__tp_0__age_-8.21.vtk', 544, 544, 544, 544, 544, 544, 544, 544, 544]"
0.906674,1.182912,-1.38,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s544__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s544__tp_0__age_-8.21.vtk', 544, 544, 544, 544, 544, 544, 544, 544, 544]"
0.906674,1.182912,-0.4,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s544__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s544__tp_0__age_-8.21.vtk', 544, 544, 544, 544, 544, 544, 544, 544, 544]"
0.906674,1.182912,0.58,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s544__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s544__tp_0__age_-8.21.vtk', 544, 544, 544, 544, 544, 544, 544, 544, 544]"
0.35896,0.764032,-0.8,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s545__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s545__tp_0__age_-0.80.vtk', 545, 545, 545, 545, 545, 545, 545, 545, 545]"
0.35896,0.764032,0.13,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s545__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s545__tp_0__age_-0.80.vtk', 545, 545, 545, 545, 545, 545, 545, 545, 545]"
0.35896,0.764032,1.06,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s545__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s545__tp_0__age_-0.80.vtk', 545, 545, 545, 545, 545, 545, 545, 545, 545]"
0.35896,0.764032,2.0,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s545__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s545__tp_0__age_-0.80.vtk', 545, 545, 545, 545, 545, 545, 545, 545, 545]"
0.35896,0.764032,2.93,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s545__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s545__tp_0__age_-0.80.vtk', 545, 545, 545, 545, 545, 545, 545, 545, 545]"
0.35896,0.764032,3.86,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s545__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s545__tp_0__age_-0.80.vtk', 545, 545, 545, 545, 545, 545, 545, 545, 545]"
0.35896,0.764032,4.79,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s545__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s545__tp_0__age_-0.80.vtk', 545, 545, 545, 545, 545, 545, 545, 545, 545]"
0.35896,0.764032,5.73,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s545__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s545__tp_0__age_-0.80.vtk', 545, 545, 545, 545, 545, 545, 545, 545, 545]"
0.35896,0.764032,6.66,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s545__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s545__tp_0__age_-0.80.vtk', 545, 545, 545, 545, 545, 545, 545, 545, 545]"
0.35896,0.764032,7.59,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s545__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s545__tp_0__age_-0.80.vtk', 545, 545, 545, 545, 545, 545, 545, 545, 545]"
1.913719,1.102713,-8.14,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s546__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s546__tp_0__age_-8.14.vtk', 546, 546, 546, 546, 546, 546, 546, 546, 546]"
1.913719,1.102713,-7.16,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s546__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s546__tp_0__age_-8.14.vtk', 546, 546, 546, 546, 546, 546, 546, 546, 546]"
1.913719,1.102713,-6.19,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s546__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s546__tp_0__age_-8.14.vtk', 546, 546, 546, 546, 546, 546, 546, 546, 546]"
1.913719,1.102713,-5.22,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s546__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s546__tp_0__age_-8.14.vtk', 546, 546, 546, 546, 546, 546, 546, 546, 546]"
1.913719,1.102713,-4.24,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s546__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s546__tp_0__age_-8.14.vtk', 546, 546, 546, 546, 546, 546, 546, 546, 546]"
1.913719,1.102713,-3.27,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s546__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s546__tp_0__age_-8.14.vtk', 546, 546, 546, 546, 546, 546, 546, 546, 546]"
1.913719,1.102713,-2.3,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s546__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s546__tp_0__age_-8.14.vtk', 546, 546, 546, 546, 546, 546, 546, 546, 546]"
1.913719,1.102713,-1.32,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s546__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s546__tp_0__age_-8.14.vtk', 546, 546, 546, 546, 546, 546, 546, 546, 546]"
1.913719,1.102713,-0.35,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s546__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s546__tp_0__age_-8.14.vtk', 546, 546, 546, 546, 546, 546, 546, 546, 546]"
1.913719,1.102713,0.63,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s546__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s546__tp_0__age_-8.14.vtk', 546, 546, 546, 546, 546, 546, 546, 546, 546]"
-0.231307,1.094174,-2.38,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s547__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s547__tp_0__age_-2.38.vtk', 547, 547, 547, 547, 547, 547, 547, 547, 547]"
-0.231307,1.094174,-1.41,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s547__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s547__tp_0__age_-2.38.vtk', 547, 547, 547, 547, 547, 547, 547, 547, 547]"
-0.231307,1.094174,-0.43,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s547__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s547__tp_0__age_-2.38.vtk', 547, 547, 547, 547, 547, 547, 547, 547, 547]"
-0.231307,1.094174,0.54,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s547__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s547__tp_0__age_-2.38.vtk', 547, 547, 547, 547, 547, 547, 547, 547, 547]"
-0.231307,1.094174,1.51,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s547__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s547__tp_0__age_-2.38.vtk', 547, 547, 547, 547, 547, 547, 547, 547, 547]"
-0.231307,1.094174,2.49,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s547__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s547__tp_0__age_-2.38.vtk', 547, 547, 547, 547, 547, 547, 547, 547, 547]"
-0.231307,1.094174,3.46,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s547__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s547__tp_0__age_-2.38.vtk', 547, 547, 547, 547, 547, 547, 547, 547, 547]"
-0.231307,1.094174,4.43,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s547__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s547__tp_0__age_-2.38.vtk', 547, 547, 547, 547, 547, 547, 547, 547, 547]"
-0.231307,1.094174,5.4,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s547__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s547__tp_0__age_-2.38.vtk', 547, 547, 547, 547, 547, 547, 547, 547, 547]"
-0.231307,1.094174,6.38,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s547__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s547__tp_0__age_-2.38.vtk', 547, 547, 547, 547, 547, 547, 547, 547, 547]"
1.577043,1.369613,-5.42,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s548__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s548__tp_0__age_-5.42.vtk', 548, 548, 548, 548, 548, 548, 548, 548, 548]"
1.577043,1.369613,-4.5,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s548__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s548__tp_0__age_-5.42.vtk', 548, 548, 548, 548, 548, 548, 548, 548, 548]"
1.577043,1.369613,-3.58,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s548__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s548__tp_0__age_-5.42.vtk', 548, 548, 548, 548, 548, 548, 548, 548, 548]"
1.577043,1.369613,-2.67,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s548__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s548__tp_0__age_-5.42.vtk', 548, 548, 548, 548, 548, 548, 548, 548, 548]"
1.577043,1.369613,-1.75,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s548__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s548__tp_0__age_-5.42.vtk', 548, 548, 548, 548, 548, 548, 548, 548, 548]"
1.577043,1.369613,-0.83,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s548__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s548__tp_0__age_-5.42.vtk', 548, 548, 548, 548, 548, 548, 548, 548, 548]"
1.577043,1.369613,0.08,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s548__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s548__tp_0__age_-5.42.vtk', 548, 548, 548, 548, 548, 548, 548, 548, 548]"
1.577043,1.369613,1.0,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s548__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s548__tp_0__age_-5.42.vtk', 548, 548, 548, 548, 548, 548, 548, 548, 548]"
1.577043,1.369613,1.92,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s548__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s548__tp_0__age_-5.42.vtk', 548, 548, 548, 548, 548, 548, 548, 548, 548]"
1.577043,1.369613,2.83,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s548__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s548__tp_0__age_-5.42.vtk', 548, 548, 548, 548, 548, 548, 548, 548, 548]"
-2.11395,0.658319,-3.79,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s549__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s549__tp_0__age_-3.79.vtk', 549, 549, 549, 549, 549, 549, 549, 549, 549]"
-2.11395,0.658319,-2.78,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s549__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s549__tp_0__age_-3.79.vtk', 549, 549, 549, 549, 549, 549, 549, 549, 549]"
-2.11395,0.658319,-1.77,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s549__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s549__tp_0__age_-3.79.vtk', 549, 549, 549, 549, 549, 549, 549, 549, 549]"
-2.11395,0.658319,-0.76,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s549__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s549__tp_0__age_-3.79.vtk', 549, 549, 549, 549, 549, 549, 549, 549, 549]"
-2.11395,0.658319,0.25,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s549__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s549__tp_0__age_-3.79.vtk', 549, 549, 549, 549, 549, 549, 549, 549, 549]"
-2.11395,0.658319,1.26,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s549__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s549__tp_0__age_-3.79.vtk', 549, 549, 549, 549, 549, 549, 549, 549, 549]"
-2.11395,0.658319,2.27,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s549__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s549__tp_0__age_-3.79.vtk', 549, 549, 549, 549, 549, 549, 549, 549, 549]"
-2.11395,0.658319,3.28,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s549__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s549__tp_0__age_-3.79.vtk', 549, 549, 549, 549, 549, 549, 549, 549, 549]"
-2.11395,0.658319,4.29,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s549__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s549__tp_0__age_-3.79.vtk', 549, 549, 549, 549, 549, 549, 549, 549, 549]"
-2.11395,0.658319,5.3,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s549__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s549__tp_0__age_-3.79.vtk', 549, 549, 549, 549, 549, 549, 549, 549, 549]"
-0.309051,0.753225,-3.65,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s550__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s550__tp_0__age_-3.65.vtk', 550, 550, 550, 550, 550, 550, 550, 550, 550]"
-0.309051,0.753225,-2.75,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s550__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s550__tp_0__age_-3.65.vtk', 550, 550, 550, 550, 550, 550, 550, 550, 550]"
-0.309051,0.753225,-1.86,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s550__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s550__tp_0__age_-3.65.vtk', 550, 550, 550, 550, 550, 550, 550, 550, 550]"
-0.309051,0.753225,-0.97,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s550__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s550__tp_0__age_-3.65.vtk', 550, 550, 550, 550, 550, 550, 550, 550, 550]"
-0.309051,0.753225,-0.07,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s550__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s550__tp_0__age_-3.65.vtk', 550, 550, 550, 550, 550, 550, 550, 550, 550]"
-0.309051,0.753225,0.82,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s550__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s550__tp_0__age_-3.65.vtk', 550, 550, 550, 550, 550, 550, 550, 550, 550]"
-0.309051,0.753225,1.71,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s550__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s550__tp_0__age_-3.65.vtk', 550, 550, 550, 550, 550, 550, 550, 550, 550]"
-0.309051,0.753225,2.61,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s550__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s550__tp_0__age_-3.65.vtk', 550, 550, 550, 550, 550, 550, 550, 550, 550]"
-0.309051,0.753225,3.5,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s550__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s550__tp_0__age_-3.65.vtk', 550, 550, 550, 550, 550, 550, 550, 550, 550]"
-0.309051,0.753225,4.4,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s550__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s550__tp_0__age_-3.65.vtk', 550, 550, 550, 550, 550, 550, 550, 550, 550]"
-3.933811,0.901992,-5.33,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s551__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s551__tp_0__age_-5.33.vtk', 551, 551, 551, 551, 551, 551, 551, 551, 551]"
-3.933811,0.901992,-4.34,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s551__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s551__tp_0__age_-5.33.vtk', 551, 551, 551, 551, 551, 551, 551, 551, 551]"
-3.933811,0.901992,-3.35,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s551__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s551__tp_0__age_-5.33.vtk', 551, 551, 551, 551, 551, 551, 551, 551, 551]"
-3.933811,0.901992,-2.35,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s551__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s551__tp_0__age_-5.33.vtk', 551, 551, 551, 551, 551, 551, 551, 551, 551]"
-3.933811,0.901992,-1.36,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s551__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s551__tp_0__age_-5.33.vtk', 551, 551, 551, 551, 551, 551, 551, 551, 551]"
-3.933811,0.901992,-0.37,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s551__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s551__tp_0__age_-5.33.vtk', 551, 551, 551, 551, 551, 551, 551, 551, 551]"
